26,59,42,73,32,31,20,97,16,9,52,70,95,15,89,66,39,95,20,96,64,8,95,30,48,99,36,66,60,98,30,19,18,5,53,54,72,22,22,89,100,46,58,91,41,59,20,65,47,73,67,23,86,84,10,83,92,53,52,29,24,30,78,14,8,60,96,11,52,31,93,22,39,72,69,20,32,34,68,74,47,8,24,68,54,68,61,88,6,47,33,85,72,23,40,67,18,57,28,37
38,69,72,48,82,4,46,91,38,50,46,54,73,79,25,62,7,38,83,21,48,32,26,10,45,87,99,41,7,30,71,63,42,94,15,19,44,78,64,88,60,55,48,26,11,27,65,90,7,40,69,86,35,67,44,3,43,28,69,62,23,49,59,80,22,87,68,31,19,35,8,32,14,50,87,31,16,74,76,31,59,43,28,55,71,14,89,30,81,30,64,58,6,68,21,84,94,81,92,13
100,2,77,57,37,70,79,98,48,27,56,41,54,70,21,92,98,38,87,51,27,69,22,19,83,1,10,62,65,60,68,41,14,97,100,32,98,7,69,86,7,19,54,54,60,90,91,5,68,99,40,60,77,42,75,81,67,24,16,3,97,7,69,3,34,66,45,17,57,50,88,53,38,97,50,15,29,10,32,97,91,35,98,67,36,2,55,54,16,4,93,75,32,22,97,33,5,66,9,7
26,25,81,22,52,96,20,29,93,18,42,89,58,82,79,36,6,32,63,47,38,68,68,77,64,94,22,27,62,55,4,94,26,83,44,73,48,11,72,25,57,82,94,24,45,10,68,69,81,76,48,42,61,92,28,47,86,36,12,5,7,30,72,11,52,86,22,5,83,100,56,42,7,70,15,81,60,59,94,23,49,20,38,82,77,36,22,8,87,91,11,93,71,73,52,67,54,84,32,13
21,50,42,81,26,60,97,73,12,93,28,32,47,64,12,6,33,41,35,34,13,58,23,69,38,40,30,96,59,70,60,21,66,49,98,73,46,36,16,2,39,91,50,6,27,60,42,19,11,53,47,74,60,61,88,34,32,14,70,47,64,18,31,50,58,44,95,42,99,41,66,25,59,50,27,1,13,80,96,36,13,87,45,38,89,8,54,65,94,4,7,29,32,20,25,44,27,7,21,68
37,5,45,96,52,76,65,13,46,10,82,98,13,5,11,45,66,60,28,84,65,100,19,10,32,46,95,88,36,72,36,15,99,25,63,85,68,62,82,46,55,88,91,79,79,8,90,39,64,20,70,35,52,33,54,57,82,73,1,86,4,29,67,50,77,12,68,50,46,50,27,97,34,58,21,55,8,95,16,65,67,92,40,100,60,19,71,87,89,13,78,79,92,43,44,30,48,38,79,64
16,67,52,50,68,75,7,47,31,64,43,3,73,13,63,96,6,28,69,71,56,94,19,89,11,43,76,50,75,20,59,20,38,49,35,8,80,100,3,61,51,32,64,95,19,50,95,97,74,82,59,23,97,63,28,91,81,94,4,99,44,51,66,89,34,5,82,81,27,95,57,71,59,20,61,11,70,30,77,58,7,91,3,85,71,88,34,55,88,47,64,12,47,93,35,81,61,13,27,36
55,94,55,80,15,44,99,60,78,97,25,36,93,47,71,17,39,90,40,45,93,14,42,48,87,36,12,11,37,24,61,67,46,1,32,30,32,80,92,91,54,28,64,94,43,49,59,34,2,59,82,31,72,12,36,11,86,63,66,82,72,3,91,20,25,91,13,33,23,48,48,41,61,61,27,19,81,58,44,48,36,99,27,87,23,81,80,22,91,2,62,71,40,34,4,15,46,76,23,94
76,48,59,39,9,32,53,75,30,77,84,59,15,69,44,47,81,33,52,47,36,1,32,99,55,58,45,20,30,74,77,20,44,32,67,94,7,11,76,2,12,54,75,65,38,77,35,23,19,28,22,4,10,85,92,28,15,87,98,25,10,64,42,60,22,25,52,57,14,62,22,33,24,33,25,52,96,96,31,74,27,6,27,21,96,44,50,72,30,9,14,47,63,70,52,51,12,46,94,30
12,8,50,57,71,49,7,53,29,48,30,40,14,8,44,87,34,49,54,96,98,65,8,84,18,80,25,87,92,10,61,57,35,40,99,87,90,68,17,33,49,70,13,42,45,16,67,35,56,1,27,26,9,23,71,97,16,15,66,1,42,10,21,99,89,25,15,61,91,87,26,6,64,52,34,32,74,36,2,73,93,21,19,57,62,20,100,41,6,94,50,96,13,22,71,51,92,68,35,32
68,31,69,55,57,47,57,75,59,40,70,34,60,39,32,85,56,84,27,79,69,81,97,8,5,76,57,7,37,73,38,12,74,2,45,100,89,51,68,61,94,84,15,75,59,98,29,41,20,13,81,79,77,6,33,2,40,99,53,59,80,53,43,97,56,84,97,48,94,20,13,69,84,4,68,52,56,66,34,68,31,70,53,44,30,31,72,98,33,24,68,94,82,48,56,96,36,11,70,91
31,79,8,35,35,69,69,28,72,39,3,83,79,71,96,56,23,75,72,27,25,97,14,82,12,98,99,15,81,39,92,27,81,28,41,32,19,92,76,48,25,95,60,16,49,10,13,44,36,45,36,73,98,78,44,58,59,58,69,77,55,89,10,86,34,27,22,98,19,25,30,13,14,89,97,39,4,75,74,14,31,4,38,60,27,73,10,27,78,68,98,23,34,97,20,4,48,69,8,8
4,91,88,55,79,70,91,42,89,44,47,38,26,14,38,57,13,32,99,88,28,66,5,36,98,45,70,24,43,22,10,10,61,10,27,52,53,14,99,97,22,66,84,74,83,51,42,90,25,54,18,22,47,23,99,68,74,2,59,50,27,63,84,66,21,89,45,41,20,57,48,6,100,57,7,69,82,71,65,33,7,13,67,63,73,91,34,2,3,59,31,45,41,38,11,4,44,16,34,22
32,1,24,69,36,25,92,75,77,48,57,13,81,29,50,2,92,32,84,58,93,67,80,16,95,49,50,49,74,43,60,88,6,29,11,62,37,31,78,62,15,40,5,60,53,55,88,83,21,5,58,74,94,32,16,28,28,89,79,100,60,86,95,84,67,76,20,54,83,7,85,13,76,79,4,13,63,79,87,4,23,65,98,30,48,27,21,29,80,41,84,51,39,50,8,75,66,78,6,93
90,46,6,26,79,33,39,88,80,59,98,34,44,39,93,28,47,82,3,26,97,34,97,81,97,33,14,45,68,84,50,74,45,74,10,58,88,57,93,78,65,37,4,77,37,21,25,73,78,1,89,73,61,91,20,27,50,73,86,30,8,89,30,70,11,31,26,5,24,81,9,77,96,96,82,99,16,62,96,50,1,90,52,80,72,77,91,26,83,25,72,54,52,92,12,31,9,52,82,18
69,94,56,67,76,55,23,96,87,5,34,59,43,46,93,44,72,96,60,86,2,28,72,57,62,73,41,1,67,30,25,2,15,36,46,59,86,48,30,70,88,28,4,91,7,40,59,68,81,88,25,72,59,61,44,9,65,19,35,60,80,69,2,54,77,80,76,59,79,100,23,61,49,3,84,21,34,3,82,5,19,80,3,61,31,58,29,6,70,4,65,41,92,11,81,45,91,80,37,28
93,74,97,2,27,16,97,1,95,45,53,53,68,100,66,97,13,26,14,47,20,48,1,22,87,99,92,38,51,88,3,96,62,35,52,100,86,37,79,62,26,44,35,18,83,21,68,75,30,38,60,40,85,30,2,39,81,6,5,46,46,62,76,96,46,53,23,25,69,58,44,27,84,53,76,58,50,45,35,99,11,36,15,58,91,13,90,83,98,27,89,61,8,43,55,1,96,1,58,32
64,31,1,96,35,3,29,27,64,98,87,100,30,37,27,25,95,13,85,16,18,40,66,90,65,58,66,66,48,5,44,69,2,25,12,31,83,74,91,37,36,76,91,84,6,16,29,66,41,7,42,29,88,47,7,12,98,16,52,1,38,1,99,49,66,28,66,47,38,43,16,88,98,17,98,69,6,51,10,62,56,94,36,2,37,32,99,8,73,12,87,100,96,49,65,3,94,17,66,75
34,57,1,19,57,10,60,35,17,67,90,25,39,77,21,93,18,100,6,26,17,29,35,34,5,10,21,27,24,10,35,78,38,4,59,37,12,57,10,71,30,94,44,55,22,64,11,89,85,25,36,2,58,56,47,60,20,18,52,52,38,41,56,22,93,35,50,46,77,43,38,13,77,32,55,87,96,98,58,26,100,74,37,20,94,100,98,57,52,80,71,78,82,4,82,64,99,27,12,9
21,75,34,58,4,91,5,7,21,85,33,67,90,65,53,89,71,22,68,63,91,61,91,16,42,77,10,42,12,2,13,99,69,79,66,70,70,47,20,14,69,96,57,46,72,9,17,35,95,34,2,76,78,16,42,74,62,41,84,77,49,82,11,9,29,34,14,96,38,91,49,64,62,28,26,56,63,29,73,27,36,44,57,60,74,73,88,62,81,57,58,74,53,5,25,100,43,19,77,55
14,55,79,12,96,41,98,98,38,81,6,57,33,19,24,76,21,18,68,96,68,54,93,91,88,87,35,32,2,36,61,30,85,59,78,85,17,81,88,19,73,1,3,34,67,47,48,76,94,51,34,60,71,11,22,8,41,19,42,13,96,4,4,37,48,60,54,10,90,74,80,1,23,79,72,95,90,66,38,51,72,21,32,83,9,29,47,10,84,40,92,76,4,11,41,16,30,52,74,67
74,78,21,42,20,16,22,33,37,47,13,72,92,85,39,13,90,79,9,73,63,69,41,2,3,75,77,76,20,31,22,29,16,69,83,95,87,90,79,16,98,20,90,98,85,10,19,17,97,27,30,88,62,80,80,12,31,87,44,8,97,61,98,53,79,76,85,36,17,88,86,37,35,100,73,99,76,98,87,8,88,3,57,62,22,9,53,37,65,4,5,48,70,23,25,33,29,86,97,37
72,5,3,22,9,74,12,8,73,16,32,22,8,83,38,95,51,49,43,61,88,8,54,96,36,58,95,60,97,25,99,84,76,100,58,32,10,60,72,36,71,55,18,71,47,93,56,96,97,52,10,85,91,76,84,93,5,81,16,91,34,4,26,5,13,56,57,28,41,40,70,77,51,32,86,83,36,86,87,57,35,80,68,55,16,90,88,20,24,25,30,28,30,95,25,26,71,10,1,9
62,71,26,1,90,46,48,96,87,29,75,57,62,63,8,63,97,87,58,46,21,39,33,57,41,2,44,71,62,47,64,62,36,14,79,35,96,26,68,87,36,28,26,27,38,50,1,32,39,19,65,38,51,90,90,24,38,97,70,65,7,39,31,81,52,28,24,99,3,89,90,63,87,81,24,55,74,63,76,33,78,69,48,4,44,12,87,88,98,32,17,85,52,46,61,67,93,20,62,32
26,82,68,20,19,3,14,43,25,27,74,80,30,61,13,81,47,83,29,50,36,85,41,28,63,58,76,58,34,56,51,1,52,41,63,100,48,15,78,79,2,97,98,49,45,24,24,80,98,43,36,17,17,72,19,33,66,38,61,25,71,45,87,53,11,2,16,85,93,40,37,36,15,18,17,68,96,13,74,33,86,96,49,47,75,6,74,82,2,22,3,47,56,68,92,41,37,60,95,87
54,87,95,28,67,49,87,77,37,50,60,55,10,33,98,79,29,33,80,92,74,93,66,22,94,17,87,23,56,80,77,67,57,78,91,82,54,84,23,69,76,11,85,34,72,4,72,65,84,39,90,28,1,62,54,14,38,55,11,67,6,21,34,48,17,14,72,86,93,46,55,88,41,57,22,95,32,3,40,11,91,33,73,80,88,45,80,7,85,73,28,65,19,15,45,41,79,91,75,48
35,31,34,68,33,78,60,48,2,83,75,56,40,69,51,60,30,29,10,90,97,88,43,14,40,73,68,60,40,5,54,69,53,87,90,24,44,27,4,66,66,29,99,50,71,8,24,80,50,1,47,80,66,56,45,16,49,20,42,54,37,76,46,40,10,33,30,88,68,34,98,3,66,82,4,75,63,75,75,75,9,100,34,29,63,71,30,87,38,8,6,60,52,19,26,60,22,18,91,23
28,23,83,13,2,17,60,34,36,43,87,12,9,48,50,23,19,99,24,22,29,95,82,52,72,79,5,20,40,86,56,77,30,9,69,51,32,14,55,89,17,76,32,61,34,36,2,49,100,27,47,42,82,51,48,7,12,39,56,3,66,10,34,32,87,23,45,84,26,17,81,45,11,28,13,96,11,80,60,96,2,93,68,80,58,77,25,2,74,20,78,100,55,55,62,41,69,59,43,95
61,1,74,98,43,92,94,79,89,53,43,42,72,12,88,41,52,75,85,11,86,86,24,1,63,16,84,22,10,84,53,99,47,99,23,55,34,34,15,62,88,53,45,42,83,35,22,4,93,51,54,98,90,84,29,70,33,87,93,58,84,94,82,77,71,91,25,26,22,77,69,9,77,73,15,28,65,6,73,83,87,20,25,17,46,13,5,92,10,7,54,45,87,23,93,27,31,90,95,93
69,97,44,51,49,9,80,100,32,2,13,82,11,96,13,57,56,94,89,45,24,97,63,10,34,30,80,81,88,89,62,28,61,69,20,40,67,75,80,89,62,78,65,19,13,74,6,90,38,32,84,56,94,21,82,56,29,45,81,81,98,12,49,9,49,19,47,32,30,9,8,48,5,96,4,25,55,31,70,59,67,79,34,54,90,53,80,88,19,34,32,76,29,42,22,3,49,77,79,32
63,79,46,60,87,57,76,16,21,98,44,1,9,100,17,51,66,41,48,91,73,6,5,4,12,42,88,65,4,67,72,81,39,7,35,6,64,27,45,39,82,46,33,83,72,46,67,92,51,16,86,40,18,90,12,91,22,63,2,100,40,81,86,27,58,71,87,16,56,39,83,96,14,100,26,100,31,78,76,79,56,73,57,83,89,31,91,60,86,12,57,7,2,45,80,84,5,8,91,55
32,11,12,50,12,79,39,78,40,93,14,78,27,22,78,44,74,84,64,10,49,94,20,88,40,83,61,5,26,21,41,68,37,67,5,61,66,92,18,3,56,80,26,8,13,76,62,8,95,32,12,93,26,97,50,1,11,41,48,48,69,71,8,53,36,14,24,78,56,58,76,30,9,23,68,93,92,57,14,28,62,95,72,85,1,85,51,48,32,83,24,69,40,59,92,26,43,6,11,86
42,80,41,37,48,9,66,26,40,100,16,99,60,22,99,58,66,68,7,29,90,56,31,97,17,2,15,20,87,17,80,84,3,45,36,85,45,37,57,90,23,96,48,19,24,92,79,65,78,9,86,55,42,31,46,10,81,67,80,93,6,14,21,83,50,25,100,37,19,70,1,78,3,95,11,56,25,28,75,47,83,41,79,48,34,14,27,2,65,68,31,39,50,79,10,98,32,30,90,79
93,47,28,27,55,28,18,29,17,73,54,77,21,3,83,81,92,69,74,17,72,37,75,96,29,75,28,97,1,47,20,86,58,61,96,46,95,62,69,55,22,77,93,96,43,27,88,25,50,92,79,32,27,76,3,85,86,77,9,99,47,24,67,38,18,66,78,5,24,8,70,98,4,43,2,99,86,50,41,53,61,22,23,79,28,95,68,99,52,77,18,100,3,83,20,83,80,64,39,13
79,53,9,24,85,83,22,51,25,64,96,60,32,66,82,69,65,73,40,33,31,72,12,57,11,35,38,10,90,7,84,17,42,75,59,46,84,76,47,1,20,27,97,15,22,75,41,9,87,41,23,94,85,70,94,76,37,44,19,78,8,63,70,92,91,88,8,62,3,39,58,72,45,38,74,93,81,63,57,6,61,64,100,100,51,18,84,75,89,28,39,28,5,22,11,80,28,44,29,99
59,81,96,76,10,51,80,81,59,56,19,72,22,100,8,50,9,36,7,7,11,44,27,90,94,20,47,5,67,44,43,71,63,2,11,71,39,87,70,41,17,53,46,11,45,52,45,91,76,18,35,74,95,79,34,3,98,15,58,48,87,50,29,50,97,62,19,92,99,12,53,44,12,85,93,34,28,63,73,45,4,52,12,75,2,34,67,97,85,46,82,26,14,58,92,80,88,4,37,94
34,30,76,72,97,50,49,36,8,83,50,33,62,45,99,81,35,9,91,41,88,75,89,11,21,13,74,39,31,89,28,96,15,52,54,57,89,63,75,9,77,89,1,63,21,70,21,22,88,86,43,66,54,80,71,37,22,15,35,64,87,46,78,7,15,55,10,81,80,14,95,92,60,98,72,27,21,84,62,20,25,85,64,29,22,45,15,28,51,72,70,44,36,76,36,95,49,25,63,73
17,64,19,34,10,92,6,18,53,54,77,17,10,100,63,28,28,77,22,5,26,2,84,47,70,18,6,22,25,93,41,17,30,12,67,11,6,29,90,50,49,36,81,96,45,77,67,54,49,27,58,82,40,79,64,72,53,53,46,43,100,98,98,30,1,37,6,91,74,15,63,43,91,89,66,57,73,62,14,10,55,37,69,90,70,15,45,34,88,49,37,31,94,64,43,62,13,77,76,80
12,63,60,77,35,29,26,47,67,82,39,61,42,85,95,24,30,60,48,12,51,4,61,74,4,24,85,79,72,97,31,6,62,45,21,86,35,46,53,94,36,56,68,40,43,23,30,99,47,69,71,87,90,8,18,16,14,32,65,32,16,81,15,68,90,9,22,9,31,21,93,9,8,62,80,61,31,4,11,58,93,75,27,11,4,19,50,58,85,54,17,38,52,98,100,56,61,14,92,9
41,40,12,74,72,95,38,41,30,99,58,8,10,94,76,99,15,44,79,43,63,97,91,56,45,22,47,74,24,38,82,69,21,5,7,86,42,22,7,87,56,48,59,86,99,60,21,84,91,65,38,60,14,43,73,51,38,84,4,63,15,34,39,57,51,20,41,75,81,86,9,41,40,38,22,31,64,75,70,36,24,97,83,71,4,69,7,13,88,79,22,99,21,86,80,27,24,5,74,40
44,74,96,38,67,7,74,68,88,28,7,3,93,95,67,55,100,19,34,9,70,67,26,57,84,42,65,1,78,89,7,98,65,38,82,65,78,12,17,93,10,66,55,31,28,70,22,77,80,45,63,75,14,4,31,62,53,7,45,70,46,90,48,61,3,16,77,100,100,74,34,99,96,84,83,95,52,49,70,21,49,40,28,91,19,47,46,18,23,18,57,25,97,60,96,44,88,41,96,78
49,3,94,92,84,9,63,94,59,64,78,77,20,83,24,47,65,6,53,62,55,31,63,52,19,35,40,41,87,33,40,26,47,24,41,42,48,43,100,93,64,75,92,9,6,71,88,10,87,54,88,90,81,46,2,72,9,69,21,93,44,38,75,73,16,7,21,34,7,90,68,83,84,85,4,28,33,8,1,89,81,82,90,4,68,21,64,33,24,39,37,93,81,44,15,86,85,13,100,26
85,19,56,52,44,57,38,73,76,1,57,5,70,68,16,84,58,78,82,74,48,63,96,89,20,96,35,39,44,100,60,35,72,5,52,72,44,45,25,41,49,84,19,98,92,44,38,11,69,48,5,58,86,75,28,69,39,8,3,30,57,23,9,17,83,27,30,36,2,4,28,6,42,2,3,10,76,84,21,28,23,87,2,75,50,72,33,36,40,68,53,49,43,48,81,39,32,90,41,26
35,22,34,49,94,78,93,63,16,44,63,71,72,3,63,48,14,100,6,55,36,82,56,36,39,59,96,87,72,10,64,96,18,91,99,5,35,85,98,78,61,27,13,79,81,17,83,5,65,63,51,8,16,43,71,64,36,26,95,86,89,3,96,14,69,100,60,20,57,44,48,16,53,32,98,15,27,69,60,89,25,16,27,34,70,30,7,83,77,53,44,93,55,27,68,80,32,96,61,51
52,82,82,72,56,83,99,33,39,65,38,7,67,41,51,20,79,44,19,33,96,2,12,2,74,61,97,91,16,49,94,44,24,99,62,66,69,8,98,95,13,69,32,95,15,92,67,21,66,52,27,29,64,51,25,32,29,69,53,25,82,36,7,9,19,23,83,10,31,55,59,85,47,45,51,74,94,32,14,76,76,19,83,45,26,8,27,11,41,23,82,64,61,78,24,93,8,89,12,80
74,23,38,15,99,1,27,34,68,7,10,58,20,40,44,74,15,3,18,48,1,58,90,8,26,13,94,91,85,74,55,32,4,8,2,21,51,61,31,73,27,22,36,83,84,30,63,60,60,95,50,6,8,65,23,4,90,16,93,96,56,49,62,89,89,70,54,37,8,79,64,49,86,42,52,29,59,2,83,39,56,63,11,30,73,14,9,1,33,36,75,72,62,28,59,93,21,34,41,52
2,38,58,51,24,46,82,55,48,78,78,68,56,94,28,62,6,87,16,91,41,16,46,37,27,26,28,7,51,25,50,25,22,22,54,42,30,66,27,40,6,25,71,63,65,71,57,9,59,48,58,93,70,75,91,12,26,40,22,25,93,58,94,8,58,57,66,25,87,60,48,93,12,49,100,83,68,82,80,69,49,56,17,42,64,71,30,62,90,75,13,14,50,1,66,15,11,21,7,98
92,75,3,45,97,75,96,90,63,61,11,57,22,7,48,81,6,35,69,56,43,27,6,25,83,60,97,100,40,45,5,63,23,66,55,91,27,72,27,37,34,68,99,87,82,46,87,33,85,14,56,78,31,82,77,78,9,86,32,79,72,41,11,3,24,21,2,32,20,12,61,77,67,97,53,3,86,100,14,22,53,97,53,10,33,71,75,29,56,61,89,16,56,99,86,89,75,59,42,90
81,72,54,40,77,86,99,85,9,80,62,48,17,7,91,29,96,41,38,50,14,100,6,77,40,31,91,37,73,79,23,99,61,31,99,32,61,83,12,45,4,33,86,54,12,27,91,89,19,50,31,32,24,50,62,88,24,65,98,13,53,67,89,24,60,86,59,23,70,42,95,81,75,85,95,30,32,78,15,29,24,99,8,69,4,73,93,71,16,84,79,96,75,72,50,100,58,78,18,50
95,62,8,67,82,47,5,21,43,79,78,65,48,73,84,33,3,75,23,85,86,97,42,70,54,57,71,26,21,99,20,44,78,16,24,26,95,93,64,76,78,81,23,89,94,17,69,52,45,80,22,34,39,57,2,56,20,77,95,87,84,16,2,91,54,98,63,66,3,1,37,7,81,19,30,9,53,17,61,16,56,95,30,61,44,79,8,50,23,40,61,11,3,31,21,29,37,15,77,36
58,4,35,39,43,81,32,22,24,86,55,67,71,80,53,65,16,55,13,84,64,97,14,46,74,77,81,74,84,69,66,81,100,54,6,62,70,48,96,77,46,53,55,81,62,93,34,12,56,49,81,88,31,67,63,38,45,29,10,2,89,7,33,82,94,30,39,8,42,9,23,14,17,77,85,56,21,63,48,57,73,87,37,63,51,79,54,38,68,68,10,56,53,34,70,49,78,65,81,67
29,51,48,28,75,53,50,5,25,54,83,34,15,8,66,41,54,51,57,49,77,7,98,48,7,81,69,20,88,71,41,12,75,88,44,6,65,64,99,69,96,20,63,21,10,40,54,42,77,64,7,80,16,5,16,13,37,5,80,97,79,62,89,50,64,2,42,80,50,24,23,96,14,27,78,90,34,88,58,34,51,82,3,71,60,85,17,17,29,96,72,73,57,1,98,45,22,64,53,80
69,77,9,90,33,17,77,100,89,7,91,22,77,44,16,96,73,77,57,57,11,58,18,45,45,24,99,59,6,82,16,96,91,57,69,57,61,77,20,54,38,87,18,51,66,86,6,79,34,7,23,23,43,5,77,96,11,86,1,33,67,46,95,89,24,39,22,84,16,83,69,62,28,59,49,66,79,96,62,54,88,38,17,27,7,3,40,95,64,4,11,9,82,44,58,84,1,65,24,55
20,100,76,100,83,84,62,22,9,77,50,8,12,61,19,27,85,41,78,50,31,16,75,72,93,65,50,30,20,52,52,97,36,95,92,99,26,12,66,85,2,55,53,35,97,7,45,96,46,59,27,70,85,4,82,30,50,41,57,56,86,42,42,94,28,15,26,1,84,21,73,86,16,63,15,28,93,25,16,70,36,51,17,14,17,63,8,80,57,80,40,14,100,89,49,25,26,61,90,61
78,90,62,6,31,62,67,99,50,42,76,100,86,59,84,84,28,84,31,44,98,92,85,73,27,31,3,99,53,99,93,65,40,23,99,66,17,53,8,43,89,88,57,5,63,94,24,72,64,16,71,11,88,31,82,57,14,80,99,34,79,93,14,4,42,42,13,36,97,75,58,27,14,100,48,30,59,53,40,86,99,71,64,69,36,63,70,82,38,23,99,56,99,7,90,75,40,89,62,30
4,30,80,99,47,99,6,45,87,12,38,89,1,33,99,42,70,51,33,99,63,55,41,16,96,43,20,59,15,37,88,34,25,14,25,4,13,87,23,17,69,1,78,76,9,82,1,43,5,74,43,8,72,21,68,93,74,40,61,78,35,66,77,28,86,85,96,69,71,22,90,84,39,69,83,15,51,70,26,48,60,81,79,9,59,83,85,93,47,24,96,1,86,76,49,16,43,65,10,31
44,4,34,51,11,90,43,100,89,48,54,9,8,91,6,55,41,43,12,62,2,95,4,35,98,76,16,25,37,86,79,27,78,14,69,100,24,18,90,58,99,68,14,33,1,13,39,41,53,100,44,73,40,18,54,51,92,46,99,83,84,28,41,67,73,53,95,55,91,98,86,5,8,42,10,74,47,74,56,91,92,47,96,61,1,83,99,66,70,27,8,34,91,36,89,96,30,57,26,30
33,51,87,85,43,59,53,99,53,36,30,93,73,72,41,64,23,71,67,6,93,9,98,43,74,65,69,80,3,81,53,18,100,54,75,53,34,36,42,78,46,66,25,72,73,79,67,71,29,18,9,14,45,90,72,71,27,28,13,33,55,82,83,1,60,39,95,17,42,47,38,12,61,30,91,59,79,60,35,83,11,100,44,17,85,26,34,9,47,71,100,39,29,32,53,22,10,55,18,59
93,18,24,72,52,75,74,96,41,77,52,33,54,44,41,60,44,17,89,42,71,66,75,33,75,83,28,4,67,4,74,22,22,35,11,67,25,66,30,27,68,56,74,29,1,62,2,33,85,66,65,59,32,15,99,88,45,13,62,33,64,99,65,54,10,54,86,50,12,11,60,74,49,77,33,7,64,19,12,42,89,84,5,87,99,95,79,80,65,31,13,76,15,57,75,37,85,18,14,60
53,64,47,88,89,59,59,6,50,3,94,89,69,45,28,16,45,62,50,91,17,93,16,90,34,15,48,1,99,41,43,5,93,45,93,35,52,24,13,70,7,75,87,37,91,5,21,95,33,50,66,57,61,100,55,38,10,7,8,58,80,93,55,82,77,26,77,60,2,66,55,52,35,59,67,11,41,37,40,25,23,20,7,84,22,59,12,41,84,55,23,40,52,65,44,85,97,2,80,85
